"","business_id","mean_stars","std_stars","sum_votes_useful"
"1","OlpyplEJ_c_hFxyand_Wxw",3.37,1.35277492584687,20
"2","_qvxFHGbnbrAPeWBVifJEQ",3.94,0.91104335791443,7
"3","vuki3_Z5ryc8VmgUTkVF_g",3.67,1.88679622641132,0
"4","s5yzZITWU_RcJzWOgjFecw",4.1,1.29614813968157,75
"5","VZYMInkjRJVHwXVFqeoMWg",3.25,1.47986485869487,1
"6","j9J5X9qteM8GOlF5T94YnQ",3.46,0.748331477354788,30
"7","FFdlPSZCGgTdg1CAfrlvlw",3.27,1.16189500386223,23
"8","kRHbVjZlajeRzGk_Lau_QA",4,1.4142135623731,4
"9","ZXkbbB2AtkGmEg-eZ0M3WQ",3.67,1.24899959967968,1
"10","z_LY6PK0Vv-iLQxrIGQIWw",3.78,1.74928556845359,13
"11","_xU5miVqAMe1EC_rgLV3Og",3.8,1.46969384566991,11
"12","iVGkFUAyCfKVTEqU1xcqtw",4.75,0.435889894354067,12
"13","Wbub8b6Ik9Dz-Fydg2LGdw",4.67,0.469041575982343,4
"14","7To7jF3FhnKPin4QaPVCiA",4.75,0.435889894354067,5
"15","is7I7zd8Mi1m2Ow_EVw8FA",5,0,0
"16","j13Aby6-9ZyklpG_W7qsew",4.2,1.6,4
"17","3m7khDnqH9QOg8gu3Ymumw",2.83,0.9,16
"18","5TBOg9Rf47SECB8gTNGqeQ",3.42,1.15325625946708,36
"19","CS7rCi73OoxRw9JfUMKBwA",5,0,1
"20","9Kdb70PhV6O89cdfqYZJpQ",3.83,0.9,4
"21","0_J4y0aEmtuzgdsH2OfWQw",4.2,1.14891252930761,142
"22","W0eocyGliMbg8NScqERaiA",3.3,1.35277492584687,314
"23","R1kKjAO5kZO6d0gQGqrvGA",3.4,1.2328828005938,143
"24","bwu0cUZfksuu-uzTPrrl2A",3.65,1.02469507659596,319
"25","9ESmVfMgTHDwXJkfRB0muQ",4.2,0.748331477354788,3
"26","YCzPF0hON2Vpt_vx1_WGqQ",4.33,0.469041575982343,6
"27","ecRpztFxe4hIlF7oinzkWw",2.67,1.05356537528527,5
"28","j9wGRZESnopncpVQKQx9ww",3.33,1.24899959967968,1
"29","8x0czXM4us5Z-YA9DgeQzg",4.86,0.346410161513775,3
"30","aj7NCTh1yVAPeaAuwWVydw",3.08,1.59059737205869,3
"31","_QP-vfoxfFvKMdArsoQ3Bw",3.73,1.28840987267251,13
"32","qPxflgIXyb0Mtpi0xDleuw",4.17,1.28062484748657,17
"33","2F9PLv-5Bd9bgvxoMLtABA",3.48,1.79164728671689,22
"34","AyIIESr_7vxrGcfKuYHNcA",3.42,1.37113092008021,58
"35","2yTFyn4Tv6gu63i5WMHjRg",4.14,1.14017542509914,23
"36","TInL9Ll_fd597SeEml0yLw",2.95,1.27671453348037,61
"37","hzEFfuz2mOA3whGk8UZxjQ",5,0,2
"38","ZlvVCqFKTMK4rBkTQzVBpA",3.63,1.41774468787578,18
"39","A4K8ciuB6Pz74KMmzaVs6Q",2.5,1.73205080756888,6
"40","rLpMsxjWXwzkfqI7A7QuhA",5,0,0
"41","h45pT80y2uztKxv1vMu5AQ",3.25,0.830662386291807,5
"42","e1FXpFjUZT9yIZRkhrfNvA",3.17,1.06770782520313,9
"43","oaeLklvhUU0U1z2Ekmf59A",3.83,0.685565460040104,7
"44","FBzPxHL9tJYGw0uckrv3vg",2.5,0.5,1
"45","e2wph-eQnzFeVb4X-Ewisw",3.71,1.07238052947636,10
"46","WY6FFxpa6ztwDH5OhS6WDw",3.73,1.71172427686237,5
"47","rdRbXnTBqXYWAgnrSxvXyg",3.19,1.28452325786651,18
"48","EPE3OL8nOMQF-TaKo5H1hw",2.83,1.46287388383278,7
"49","osixLFHD7OKEUy2HSbN-7Q",4.36,0.871779788708135,26
"50","_cxnSeFM0G5AdvCpJjTb0g",3.29,0.883176086632785,2
"51","f0kNfld67dLTLKwbilSQeA",5,0,9
"52","enm9KIPqEH62SWCEhvHIfg",4.5,0.5,9
"53","Az_IY3TgnOcnh1dXd7GZLg",3.93,1.26491106406735,295
"54","h-o-fNBO2ojQQvsOG7UbDQ",3.33,1.7,3
"55","EKctZ5U8z0UwaoYGxiIecQ",3,1.4142135623731,4
"56","YFvPti5GZjoIj1RV0EBsmg",3.9,1.6583123951777,25
"57","R2ir0q71ZgVdi4HJp6n2dw",3.33,1.4,15
"58","pAeKWx8L58yg_bnrDxmEDQ",3.67,1.24899959967968,4
"59","LByAiRSiU7zRLBREskpIrg",4.5,0.5,0
"60","N65SKsoAgkry4pjB2yorRQ",5,0,7
"61","P8pJ2tUS-KnO8H4sbaAxTw",3.47,1.72046505340853,21
"62","DB5rZ9spvyhBJsqOwckncw",3.93,1,15
"63","LL1JXo8NzPTpr5uU96abkg",4.92,0.282842712474619,0
"64","5bxJ4vlqgYcY4YphULphsQ",1,0,0
"65","ASFRtzeC7E-tPGebfvZE2A",4.43,0.489897948556636,7
"66","n0OIZOmu5rOWSJ0-l4b6mw",2.71,1.24096736459909,53
"67","vslIVAryLwMqAxbbkW4t4w",2.25,1.42126704035519,12
"68","zG_wv69bsllw_PWhOmoAKQ",4.27,0.894427190999916,195
"69","-u-B9Rm3DHpLThpakVXH3w",3.71,1.27671453348037,7
"70","eRb0wjIVlj0bbfmePKZLng",3,1.3490737563232,22
"71","ZShnwF5baLo48wM3TQe0lA",3.35,1.38924439894498,7
"72","gq7u9uyOkpLCeh_lxR-WFw",3.61,1.33790881602597,74
"73","uMVaJTQWKwdCEmwJLb6DhQ",4.5,0.5,2
"74","cOcVUkT1nYdbliO8Vx5iaA",2.43,1.59059737205869,19
"75","jJy1moIbETzUNl0dp4Z-hQ",5,0,1
"76","5zGFamr8v5ykzr41SmMRDg",1.8,1.6,3
"77","5nrEG6lFlKfr-OluekbsTw",4.14,1.02469507659596,49
"78","uLzb0n7iYbaTZKeta1RDAw",3.79,1.35277492584687,20
"79","mUiYZD7HXLM7IpBVEJ_kNw",4.2,0.979795897113271,17
"80","2fcd7r0AuyWIB7NQOWPtTA",2.63,1.59687194226713,22
"81","WuCcv_Dyd_1B_1-4jwK7sQ",3.46,1.14017542509914,103
"82","KtcXt47ts0XspDRA2KA7cQ",3.5,1.6583123951777,4
"83","rGvkljWlP7ysvLEUucoyqA",4.44,0.848528137423857,164
"84","PO2JBrCFcxd5ne-7ewDwdw",4.36,0.905538513813742,127
"85","DYr8tAmbKmH9yHKzQ5nVMw",3,1.58113883008419,4
"86","dFrVbVtYI5Se64hRPKTWOA",4.67,0.469041575982343,1
"87","TuhXRiFkxBLIGcLhJ_-Sdw",4.33,1.10453610171873,2
"88","TTeIEd-zYIFaA_ZXhO8Ilg",3.61,1.53948043183407,161
"89","zpmNNiB-fPMUTt4aNWqG8Q",3.33,0.748331477354788,3
"90","_Bz6YWNI5bi0gqQI4GLvqQ",3.85,1.03440804327886,21
"91","pCrezvT3YUZO9jis6Gva_Q",5,0,0
"92","OzIV3ZDwCC6aOlgs_YADAQ",4.58,0.574456264653803,40
"93","1Z0HAqLtnRwkEbxy6lPYxQ",5,0,2
"94","fnjRIsytV43IdosAiXpkhw",4,1.32664991614216,22
"95","ML8bLRIcWCbBqRfCQSLAKw",3.17,1.57162336455017,12
"96","FBsvdj46eq_Gvnm_F2CTDw",4.33,0.748331477354788,6
"97","PQSQXfxhW2Jj2b1BXlPNZA",2.5,1.5,0
"98","jOSnxb3RdIGJjc66ZUPrAQ",5,0,37
"99","COM6IM0lIfhMpcknjVi4CQ",4.36,0.640312423743285,16
"100","bdKQjXkQ_pC_sRIuuUiR6w",3.4,1.95959179422654,1
"101","zgv0at8LGM6cmcyGWwBHiw",5,0,4
"102","XGK7mKZJQtJa77Izhx6xyQ",4.4,0.8,10
"103","JR-lU_nKD_aeygZ3yrFXJg",5,0,0
"104","X68J8QNtNmWQBoZDNDuSSg",4.21,1.113552872566,28
"105","b9fEUyazo9wd4TZeDowAkA",1.8,1.16619037896906,1
"106","p9riNqhTzGbWNXX8HN_E0w",3.29,1.27671453348037,6
"107","KzRKHxMImBMvIh_Vtf5oow",3,0,7
"108","3StlQoRdvvdwF_It6GKy8Q",4.61,0.707106781186548,48
"109","A1yl07aIgJSSHl6J9HZVBA",4,0.707106781186548,11
"110","Rg4dHuszzF0Mb4yqtoHSiA",4.1,1.12694276695846,47
"111","gtL2hGG0-X3myTNiUbvnhg",4.67,0.469041575982343,8
"112","ggGglvfR4KnE7cNZL-0z_w",2.33,1.24899959967968,3
"113","MPmSoEd46WXqhN-5rw7Yqw",3.05,1.46969384566991,34
"114","InsT_8VUeBpLGupKuQAlQg",4.04,0.953939201416946,18
"115","8Ls8uwZnll6nQw7oY7gb0Q",4,0,2
"116","dHDKO5AGbj1T7xl_xxhbmw",4.6,0.489897948556636,3
"117","m92FR73C5LVorMfEonRuNA",3.88,1.16619037896906,7
"118","gk47gaqE27jJfsk3R8LW_Q",3.61,1.05356537528527,11
"119","a1t31qMLd5fQocEjbSJ61A",2.22,1.17046999107196,171
"120","TuuENwzxOFdDLY_oKCbFZw",4.44,1.0295630140987,103
"121","IoWXpj8WFNNu47rKpPb-Og",3.38,1.46969384566991,32
"122","Z3IUpFFdWSePkchuldMvLw",2.67,1.7,2
"123","il6yjixaZ4ARFx2XZENmzw",3.9,1.22065556157337,3
"124","LwSNsn2k6v_Nb2dbhP3qsQ",3.56,1.53948043183407,15
"125","RUNS_ecDv2ofxXSeG6oE4g",4.6,0.8,1
"126","RBmUv6UN0Fp1k8p0TlDEfg",4.83,0.374165738677394,3
"127","MhkZLdUFaHt5SDcQcqOWQg",3.61,1.34164078649987,119
"128","RlfX4muX5LfJsvmI9qWGvw",3.91,1.42126704035519,46
"129","8-OxtKNGZAy9UBiSnNcubw",3.36,1.34164078649987,28
"130","ULDKKycIal3x589V-yEfmg",2.4,1.01980390271856,5
"131","CresOhaEA3Zkdr6wtv-_Kw",4.75,0.435889894354067,0
"132","ZCGUnRUyD8RcOqqd1bbd4A",3,0,0
"133","CCCu9d1Nl-zY85u2NwlEuQ",3,1.73205080756888,8
"134","tX13cBUrvD5B565_XhlFNQ",2.33,0.94339811320566,2
"135","7yWtepz0vFyGP8VLbJioyw",4.68,0.948683298050514,33
"136","SvoJ3Y3uqDfB4iGUaWXh8Q",3.17,1.46287388383278,14
"137","SZKl7RiAO8XqbFzOK92l3A",5,0,0
"138","J8mGEhhQGVWqxJVijiHQ0g",2.9,1.64012194668567,14
"139","P4qT7Vq1SESsWqBCqtpyuw",1.33,0.469041575982343,0
"140","3vDLXxU7bcRAQcud8CEBSg",3.44,1.42126704035519,1
"141","c_Hgu6zirKI2l71TAhrTRQ",2.47,1.14455231422596,41
"142","OwAjNbP1YzH5g3RYJNwd_A",4.5,0.5,4
"143","niT0WPogp4xBsN0tFPfGrw",3.5,1.80277563773199,7
"144","T8WMaNO9mkGZ0NSXW0drAw",3.25,1.78605710994918,0
"145","KKucN3P6aH84MCfPr56a8g",4.28,1.04403065089106,665
"146","M75Mj9JwbL_2dDsyXQiUSw",2.57,1.31529464379659,74
"147","R1tQ8JC87NCqrn9qpLyM_A",2.6,1.95959179422654,27
"148","6CzC9E8a4k007-h3YbdQSA",3.84,1.29614813968157,54
"149","eZFhPqJ64hE6quGj7GyCqw",3.5,0.866025403784439,0
"150","ike5KXaekafwMFiTaZy6iw",4.53,0.818535277187245,31
"151","Hzu_FRg0mLAQ7z5kZgvnug",4,0,1
"152","z-Kbi8CBorjdseWXAZy84Q",2.75,0.435889894354067,4
"153","6PgOfd5I7kr4Zi1-HJ7lyA",3.75,1.64012194668567,0
"154","CbSX3GNz3UHZ59wf366UcQ",4.2,0.748331477354788,14
"155","Hv2GCCnyRRo2XxF9XJpK6g",3.58,1.34164078649987,79
"156","Y32Ge0B9PVLZZIL9gLHCuA",4.73,0.447213595499958,16
"157","8zF3m-KbRssbJrgv6sJnMg",4.35,1,52
"158","kOsZcKkDte0pQ38Ek8mNAQ",4.29,1.0295630140987,2
"159","-x5lR_lk2pRZlC8Yitq8bA",4.67,0.469041575982343,24
"160","rk26FBHfW2Cry49UDI23AQ",3.5,0.5,0
"161","WYXbVUx79W30tW9PI9phIA",4.5,0.5,1
"162","rQcYXTFjjXn1qp8XUghrNA",1.43,0.728010988928052,8
"163","mmyUOPcK8SpXQLODEpIPEw",3,1.58113883008419,0
"164","NHy-HT-FI305jqgyeIWPCQ",3.43,1.29228479833201,66
"165","wFN75sAjpPpYnf0De8QssA",3.01,1.3,98
"166","pjxXSLFoL1nlaRedvhewhw",2.5,1.5,0
"167","UmTx5k_Uady_y6QuDv5UNw",4.61,0.591607978309962,29
"168","rB6IWv6mW2IVjvgfvNGdHg",3.57,1.14455231422596,63
"169","efOhcTb4a8W0owxujAFp2A",2.92,1.26885775404495,3
"170","lb3bbj4tO0JWwXDqR9rMFA",1.83,0.9,3
"171","IheYoy35P3l11BQ1pNA9pg",3.86,1.12694276695846,13
"172","aUDfJ-5q2hl3MnP18rQoXg",4.67,0.469041575982343,10
"173","yZYe_rgHsSYpK5azFtPSEA",4.25,0.830662386291807,1
"174","mSbFLlDB5Qu-6al1e2DSBw",4.4,0.824621125123532,127
"175","gtBLo6tkIsU-OlUegS5RzQ",3.94,1.05356537528527,13
"176","FucrEEO2laIlAnIZ_n6cTA",2.2,1.16619037896906,4
"177","8vX5suuqyXoCqbhG8BZwgg",3.5,0.5,0
"178","BXsEDghPAyCuvG5bbNYU2Q",3.27,1.38924439894498,23
"179","TFdUHR5EnAPR_vgZaZo3wA",4.2,1.6,2
"180","k40FgfH-MEkG4goFl_zfmw",2.14,1.80831413200251,2
"181","wr3bTAXlo6aB5LIbIx6ueQ",3.98,0.932737905308882,202
"182","dfkmSx2CkO_ORwujV5p5Ag",3.83,1.11803398874989,8
"183","D5IWFRCugCk5JINjggN9sQ",4.91,0.282842712474619,2
"184","w-RzHsvV05yT2K-JC8DJUA",3.42,1.25698050899765,6
"185","f1-8-MSlI4_hevVOtNA2iA",2.33,1.24899959967968,5
"186","FsQvTBo3hMWMlO9-kEJykQ",4,1.73205080756888,2
"187","lsWW_ysZbDuAJVzg_dhGAA",5,0,0
"188","EKLb_PG33FVjtJbbOksAeQ",4.18,0.574456264653803,21
"189","xtuiOHwL5HmVINb9XZvc9g",4.75,0.435889894354067,5
"190","1S7FdMVU7fw0bQAVJJcSMg",3.83,0.685565460040104,4
"191","wZzUPdHpG2PM09evT72RMw",3.5,1.5,12
"192","3IYDrxuNhmf_BRT3G1_YpA",3,1.4142135623731,3
"193","b9WZJp5L1RZr4F1nxclOoQ",4.62,0.591607978309962,34
"194","FsYYQNQguIr_OCua_JkH0Q",3.76,1.34164078649987,36
"195","oZsWYLfvLBJoonvxObDWtw",2.5,0.964365076099296,9
"196","Ns-dXqjpwyoJdJjz0qz3GA",3.18,1.24899959967968,12
"197","_OKVxtql5gdVuH_7dsvlYg",4.32,1.14455231422596,18
"198","n2k-TsheMzgK3CiUnc6u0Q",3.67,1.37477270848675,12
"199","Py5MIX_zwzE9SLi0onLLgQ",3,1.63401346383682,5
"200","HIHOvslQA_m6S86H5QO2nw",4.38,1.0770329614269,17
"201","lha64ezWn-LpDoyUwSmjBw",3.57,1.47309198626562,22
"202","BH4ky1-owYRtIKRZ0bw9Rw",4.26,1.01980390271856,139
"203","wVFxEPUy0Pcjr4GI5Cbr4Q",1.33,0.469041575982343,3
"204","iveFXInTUGb8X0750R_SAg",4.25,1.3,2
"205","wb6vGps8IkQJ_gw_3IQytw",4.67,0.469041575982343,3
"206","IfoPwVKmNZOoSfVFowydhg",3.67,0.469041575982343,5
"207","4X_XAOeMw7AFkYhg3NINJA",4.16,1.09544511501033,361
"208","0EjAOQ6oUNuP0QGUQQgo7Q",1,0,1
"209","-p9-E-KTtQRJM0nV9rx6pQ",3.5,1.93649167310371,16
"210","d24w8_TEu1QamA3qFI5JMw",2.5,1,8
"211","fkT31Elk4e-PcpTbQ7WqYQ",4.67,0.469041575982343,3
"212","45Vj6a0LX4B2a7loTJyb4g",4.14,0.346410161513775,9
"213","ot4Of_A9onKHoVt4XU7v5g",2.67,1.24899959967968,0
"214","oa8lhYj-mTKlL_amkJSu2Q",2.83,1.40356688476182,13
"215","LcpHOYAhlhebGzPx4-45VQ",3.17,1.57162336455017,16
"216","aSgty84B8JgKqSJpNhMyxg",4.13,1.31529464379659,2
"217","QzC9ePNTrJ5QQwehsmMAWA",3.27,1.40356688476182,89
"218","ZjNue7oTqGKHGsA-b7TvYg",4.75,0.435889894354067,2
"219","i7HvZ1yTTIaR6bfa_3jGEw",1,0,1
"220","eIxSLxzIlfExI6vgAbn2JA",4.22,1.00995049383621,646
"221","99KxPy1SelLozrBMij4wCA",2.33,1.24899959967968,13
"222","olqW_GPLpAbzCxN-l5ezOA",4.5,0.670820393249937,5
"223","3aumJyR1gN1BmK_ugiiENg",2,1.73205080756888,10
"224","9DsXB8T3UwBYiLPiLJJuNQ",3.72,1.12694276695846,49
"225","THC8Apz9PpO_JK-o-2xMSA",3.25,1.56204993518133,12
"226","rUQfZOengMpXFkLvJrNJ3g",4.39,0.948683298050514,48
"227","zFbQ-8AvAIM1tQoqIh_sew",2.25,1.47986485869487,6
"228","oU968d4WjL0dgk_8qq5BXw",2.86,1.4560219778561,10
"229","Sde-58l921OrSPc8CvCaQA",5,0,1
"230","0lQDOFqEVB1LQhkS2kN1RA",3.58,1.46287388383278,13
"231","vKXLqyrebmNNPxWsGZolZg",3.65,1.25698050899765,53
"232","g6-fdxGn2DnLeUp3Sxptow",4.91,0.282842712474619,14
"233","0b-zTb8lUrUAOTyGLuZ2KA",3.25,1.3,6
"234","AU6otsPsUzXp_nw27Qc1XQ",3,1.63401346383682,0
"235","gXkv-2CPQFs1iggbftTl_g",2.83,1.1,40
"236","1zcJe2LkMzcfiBEkJ3niTQ",4.67,0.748331477354788,4
"237","S2x-rEziU3ONR9zO_vpPxA",3.33,1.0295630140987,3
"238","ECWSOvqjPP8IVuTs_BM8bQ",2.5,1.5,1
"239","0xwM18gGQd0v8kSa1znLFw",3,0.818535277187245,2
"240","mRAlEfooyAa7vnUx0Yvgew",3.5,1.3856406460551,0
"241","sqFiq3vh4CWZW74LPSfZcw",4.3,0.9,6
"242","PF_L0dY7Ad76BleQ6Hc7Qg",3.36,1.3,9
"243","hlME5-P2CudNDCUSIX2cxQ",3.53,0.848528137423857,11
"244","1MApscjpyygvanCdaesG3g",3.17,1.57162336455017,4
"245","7nxadcNmRnoiqUiXOa9z_w",5,0,3
"246","AgvP554bfq5kwp5TghvYmw",4.38,1.16619037896906,70
